Geneid	LdNA_IDs	blast_annotation
LDECv5g00428	LdNA_2227	Beta-galactosidase-1-like protein 2; Homo sapiens 
LDECv5g00429	LdNA_2226	-
LDECv5g00430	LdNA_2222	-
LDECv5g00431	LdNA_2221	Beta-galactosidase-1-like protein 3; Homo sapiens 
LDECv5g00432	LdNA_2220	Beta-galactosidase-1-like protein 3; Homo sapiens 
LDECv5g00433	LdNA_2217	-
LDECv5g00434	LdNA_2216	"Iron-sulfur cluster assembly 1 homolog, mitochondrial; Drosophila melanogaster "
LDECv5g00435	LdNA_2215	MOB kinase activator-like 1; Drosophila melanogaster 
LDECv5g00436	LdNA_2214	Splicing factor 1; Homo sapiens 
LDECv5g00437	LdNA_2212	"Lon protease homolog, mitochondrial; Drosophila melanogaster "
LDECv5g00438	LdNA_2211	SH3 domain-containing kinase-binding protein 1; Rattus norvegicus 
LDECv5g00439	LdNA_2208	Retinol dehydrogenase 11; Homo sapiens 
LDECv5g00440	LdNA_2207	Leucine-rich melanocyte differentiation-associated protein; Mus musculus 
LDECv5g00441	LdNA_2205	Transposon Tf2-8 polyprotein; Schizosaccharomyces pombe (strain 972 / ATCC 24843) 
LDECv5g00442	LdNA_2196	Retinol dehydrogenase 11; Homo sapiens 
LDECv5g00444	LdNA_2189	-
LDECv5g00445	LdNA_2185	RYamide receptor; Tribolium castaneum 
LDECv5g00446	LdNA_2170	Protein spaetzle; Drosophila melanogaster 
LDECv5g00447	LdNA_2114	Protein spaetzle; Drosophila melanogaster 
LDECv5g00448	LdNA_2168	Protein spaetzle; Drosophila melanogaster 
LDECv5g00449	LdNA_2105	-
LDECv5g00450	LdNA_2102	-
LDECv5g00451	LdNA_2158	"Glutathione S-transferase 1, isoform D; Anopheles gambiae "
LDECv5g00452	LdNA_2152	Glutathione S-transferase D6; Drosophila melanogaster 
LDECv5g00453	LdNA_2148	"Glutathione S-transferase 1, isoform C; Anopheles gambiae "
LDECv5g00454	LdNA_2092	-
LDECv5g00455	LdNA_2087	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00456	LdNA_2142	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00459	LdNA_2140	Bromodomain and WD repeat-containing protein 1; Mus musculus 
LDECv5g00460	LdNA_2137	-
LDECv5g00461	LdNA_2136	Ribosomal RNA small subunit methyltransferase NEP1; Drosophila melanogaster 
LDECv5g00462	LdNA_2134	Tetratricopeptide repeat protein 21B; Homo sapiens 
LDECv5g00464	LdNA_2127	Pyrokinin-1 receptor; Drosophila melanogaster 
LDECv5g00465	LdNA_2131	-
LDECv5g00467	LdNA_2053	Neutral ceramidase; Drosophila pseudoobscura pseudoobscura 
LDECv5g00468	LdNA_2052	Prolyl 4-hydroxylase subunit alpha-1; Gallus gallus 
LDECv5g00470	LdNA_2049	J domain-containing protein; Bombyx mori 
LDECv5g00471	LdNA_2047	Phosphoinositide 3-kinase adapter protein 1; Gallus gallus 
LDECv5g00472	LdNA_2046	Receptor-binding cancer antigen expressed on SiSo cells; Mus musculus 
LDECv5g00473	LdNA_2045	-
LDECv5g00474	LdNA_2038	Waprin-Thr1; Apis mellifera 
LDECv5g00476	LdNA_2036	-
LDECv5g00480	LdNA_2028	-
LDECv5g00481	LdNA_2025	-
LDECv5g00482	LdNA_2024	Large ribosomal subunit protein uL30m; Bos taurus 
LDECv5g00483	LdNA_2023	Protein MIX23; Bos taurus 
LDECv5g00484	LdNA_2022	-
LDECv5g00485	LdNA_2021	Large ribosomal subunit protein eL15; Chironomus tentans 
LDECv5g00486	LdNA_2020	Venom acid phosphatase Acph-1; Apis mellifera 
LDECv5g00487	LdNA_2019	Venom acid phosphatase Acph-1; Apis mellifera 
LDECv5g00488	LdNA_2017	Tubby-related protein 4; Mus musculus 
LDECv5g00490	LdNA_2004	Acetylcholine receptor subunit alpha-like; Manduca sexta 
LDECv5g00491	LdNA_2001	-
LDECv5g00492	LdNA_1982	RNA-binding protein squid; Drosophila melanogaster 
LDECv5g00494	LdNA_16430	-
LDECv5g00495	LdNA_1977	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha; Homo sapiens 
LDECv5g00496	LdNA_1975	STAGA complex 65 subunit gamma; Mus musculus 
LDECv5g00498	LdNA_1973	Splicing factor 3A subunit 3; Homo sapiens 
LDECv5g00499	LdNA_1972	Selenoprotein S; Homo sapiens 
LDECv5g00500	LdNA_1969	-
LDECv5g00501	LdNA_1967	Polyadenylate-binding protein 1; Mus musculus 
LDECv5g00502	LdNA_1966	Glutathione hydrolase 7; Homo sapiens 
LDECv5g00503	LdNA_1965	Rab GTPase-activating protein 1; Mus musculus 
LDECv5g00504	LdNA_1963	Bromodomain-containing protein 2; Canis lupus familiaris 
LDECv5g00505	LdNA_1962	-
LDECv5g00506	LdNA_1960	Metal-response element-binding transcription factor 2; Mus musculus 
LDECv5g00507	LdNA_1959	Outer dynein arm-docking complex subunit 3; Mus musculus 
LDECv5g00508	LdNA_1957	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment); Bradysia coprophila 
LDECv5g00509	LdNA_1954	Neurogenic locus Notch protein; Drosophila melanogaster 
LDECv5g00510	LdNA_1955	Vesicle-associated membrane protein-associated protein A; Pongo abelii 
LDECv5g00511	LdNA_1953	Protein FAM91A1; Mus musculus 
LDECv5g00512	LdNA_1952	Kelch-like protein 5; Homo sapiens 
LDECv5g00513	LdNA_1951	BLOC-3 complex member HPS1; Macaca fascicularis 
LDECv5g00514	LdNA_1945	Hexokinase type 2; Drosophila melanogaster 
LDECv5g00515	LdNA_1944	Probable methyltransferase-like protein 25; Homo sapiens 
LDECv5g00516	LdNA_1943	-
LDECv5g00517	LdNA_1939	"Ornithine aminotransferase, mitochondrial; Drosophila melanogaster "
LDECv5g00518	LdNA_1938	-
LDECv5g00519	LdNA_1937	"Ornithine aminotransferase, mitochondrial; Drosophila melanogaster "
LDECv5g00520	LdNA_1935	Adhesion G protein-coupled receptor A3; Mus musculus 
LDECv5g00521	LdNA_1934	-
LDECv5g00522	LdNA_1933	Protein FMC1 homolog; Homo sapiens 
LDECv5g00523	LdNA_1932	"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial; Homo sapiens "
LDECv5g00524	LdNA_1929	Large ribosomal subunit protein uL24; Littorina littorea 
LDECv5g00525	LdNA_1927	Protein PBDC1; Mus musculus 
LDECv5g00527	LdNA_1925	-
LDECv5g00528	LdNA_1924	Nucleolar protein 6; Xenopus laevis 
LDECv5g00529	LdNA_1922	-
LDECv5g00530	LdNA_1923	Leucine-rich repeat-containing protein 23; Mus musculus 
LDECv5g00531	LdNA_1921	Sideroflexin-2; Drosophila melanogaster 
LDECv5g00532	LdNA_1920	DNA replication complex GINS protein PSF1; Bos taurus 
LDECv5g00533	LdNA_1917	PWWP domain-containing protein 2B; Homo sapiens 
LDECv5g00534	LdNA_1916	Src substrate cortactin; Mus musculus 
LDECv5g00535	LdNA_1914	Formin-binding protein 1 homolog; Xenopus laevis 
LDECv5g00537	LdNA_1913	Ras-related protein Rab-9A; Homo sapiens 
LDECv5g00538	LdNA_1910	Nuclear hormone receptor FTZ-F1 beta; Drosophila melanogaster 
LDECv5g00539	LdNA_1912	Cyclic nucleotide-binding domain-containing protein 2; Homo sapiens 
LDECv5g00540	LdNA_1911	-
LDECv5g00541	LdNA_1905	Parafibromin; Gallus gallus 
LDECv5g00542	LdNA_1904	-
LDECv5g00543	LdNA_1902	Anoctamin-6; Homo sapiens 
LDECv5g00544	LdNA_1898	Anoctamin-5; Mus musculus 
LDECv5g00545	LdNA_1899	-
LDECv5g00547	LdNA_1893	Anoctamin-4; Mus musculus 
LDECv5g00548	LdNA_1892	Zinc finger protein 862; Homo sapiens 
LDECv5g00549	LdNA_1891	-
LDECv5g00550	LdNA_1890	"NADPH:adrenodoxin oxidoreductase, mitochondrial; Drosophila melanogaster "
LDECv5g00552	LdNA_1888	Serine/threonine-protein kinase GL21140; Drosophila persimilis 
LDECv5g00553	LdNA_1824	Zinc finger MYM-type protein 1; Homo sapiens 
LDECv5g00555	LdNA_1827	-
LDECv5g00556	LdNA_1871	Neuron navigator 3; Mus musculus 
LDECv5g00557	LdNA_1832	Histone-lysine N-methyltransferase SETD2; Homo sapiens 
LDECv5g00558	LdNA_1873	-
LDECv5g00561	LdNA_1868	Protein kish-A; Mus musculus 
LDECv5g00562	LdNA_1865	Ras GTPase-activating protein 1; Homo sapiens 
LDECv5g00563	LdNA_1864	-
LDECv5g00565	LdNA_1845	E3 ubiquitin-protein ligase HERC2; Homo sapiens 
LDECv5g00566	LdNA_1846	Calcyclin-binding protein; Rattus norvegicus 
LDECv5g00567	LdNA_1848	Modifier of mdg4; Drosophila melanogaster 
LDECv5g00568	LdNA_1850	-
LDECv5g00569	LdNA_1852	-
LDECv5g00572	LdNA_1855	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase; Drosophila melanogaster 
LDECv5g00573	LdNA_1856	Amidophosphoribosyltransferase; Drosophila melanogaster 
LDECv5g00574	LdNA_1857	"Adrenodoxin-like protein 2, mitochondrial; Drosophila melanogaster "
LDECv5g00575	LdNA_1859	Hrp65 protein; Chironomus tentans 
LDECv5g00579	LdNA_12191	-
LDECv5g00580	LdNA_1820	Xaa-Pro aminopeptidase 3; Mus musculus 
LDECv5g00582	LdNA_1813	Single-minded homolog 1; Mus musculus 
LDECv5g00585	LdNA_1807	Elongin-A; Mus musculus 
LDECv5g00586	LdNA_1805	Superoxide dismutase [Cu-Zn]; Bombyx mori 
LDECv5g00588	LdNA_1800	MICOS complex subunit MIC13 homolog QIL1; Drosophila melanogaster 
LDECv5g00589	LdNA_1797	Peptidyl-prolyl cis-trans isomerase 1; Brugia malayi 
LDECv5g00590	LdNA_1793	Fragile X messenger ribonucleoprotein 1 homolog; Drosophila melanogaster 
LDECv5g00591	LdNA_1769	Intermembrane lipid transfer protein Vps13; Drosophila melanogaster 
LDECv5g00593	LdNA_1748	-
LDECv5g00594	LdNA_1747	Intermembrane lipid transfer protein Vps13; Drosophila melanogaster 
LDECv5g00595	LdNA_1745	SUMO-conjugating enzyme UBC9; Xenopus tropicalis 
LDECv5g00597	LdNA_1728	Tudor domain-containing protein 5; Ailuropoda melanoleuca 
LDECv5g00598	LdNA_1723	-
LDECv5g00599	LdNA_1700	-
LDECv5g00600	LdNA_1699	-
LDECv5g00601	LdNA_1694	-
LDECv5g00602	LdNA_1691	-
LDECv5g00604	LdNA_1675	Octopamine receptor; Heliothis virescens 
LDECv5g00605	LdNA_1593	-
LDECv5g00607	LdNA_1587	-
LDECv5g00610	LdNA_1569	Farnesol dehydrogenase; Aedes aegypti 
LDECv5g00611	LdNA_1568	Transmembrane protein 127; Danio rerio 
LDECv5g00612	LdNA_1562	Laminin subunit alpha-1; Mus musculus 
LDECv5g00613	LdNA_1563	-
LDECv5g00615	LdNA_1560	-
LDECv5g00618	LdNA_1547	-
LDECv5g00622	LdNA_1541	-
LDECv5g00623	LdNA_1669	-
LDECv5g00624	LdNA_1665	-
LDECv5g00627	LdNA_1523	-
LDECv5g00630	LdNA_1517	Leucine-rich repeat-containing protein 70; Homo sapiens 
LDECv5g00631	LdNA_1514	-
LDECv5g00632	LdNA_1513	-
LDECv5g00634	LdNA_1507	Early growth response protein 3; Rattus norvegicus 
LDECv5g00635	LdNA_1500	Trypsin; Phaedon cochleariae 
LDECv5g00636	LdNA_1497	Protein TAPT1 homolog; Drosophila melanogaster 
LDECv5g00637	LdNA_1496	Spectrin alpha chain; Drosophila melanogaster 
LDECv5g00638	LdNA_1495	"Cysteine--tRNA ligase, mitochondrial; Bos taurus "
LDECv5g00639	LdNA_1494	Sphingosine-1-phosphate lyase; Drosophila melanogaster 
LDECv5g00640	LdNA_1493	Rho GTPase-activating protein 19; Gallus gallus 
LDECv5g00641	LdNA_1491	U6 snRNA-associated Sm-like protein LSm1; Homo sapiens 
LDECv5g00642	LdNA_1490	Phosphatidylinositol 3-kinase catalytic subunit type 3; Xenopus laevis 
LDECv5g00643	LdNA_1486	Protein abnormal spindle; Drosophila melanogaster 
LDECv5g00644	LdNA_1484	DNA transposase THAP9; Homo sapiens 
LDECv5g00645	LdNA_1482	NEDD8-activating enzyme E1 catalytic subunit; Danio rerio 
LDECv5g00646	LdNA_1478	-
LDECv5g00647	LdNA_1476	Coronin-2B; Homo sapiens 
LDECv5g00648	LdNA_1475	Proliferation-associated protein 2G4; Rattus norvegicus 
LDECv5g00649	LdNA_1473	Exportin-4; Danio rerio 
LDECv5g00650	LdNA_1472	Zinc finger CCHC domain-containing protein 10; Homo sapiens 
LDECv5g00652	LdNA_1470	SR-related and CTD-associated factor 4; Mus musculus 
LDECv5g00653	LdNA_1468	Eukaryotic translation initiation factor 4E type 2; Mus musculus 
LDECv5g00654	LdNA_1467	Protogenin; Gallus gallus 
LDECv5g00655	LdNA_1465	-
LDECv5g00657	LdNA_1464	Trafficking protein particle complex subunit 1; Rattus norvegicus 
LDECv5g00658	LdNA_1463	-
LDECv5g00660	LdNA_1461	Coiled-coil domain-containing protein 186; Mus musculus 
LDECv5g00661	LdNA_1457	Beta-centractin; Mus musculus 
LDECv5g00662	LdNA_1456	Histone acetyltransferase KAT7; Rattus norvegicus 
LDECv5g00663	LdNA_1453	Venom carboxylesterase-6; Apis mellifera 
LDECv5g00664	LdNA_1451	Exocyst complex component 4; Drosophila melanogaster 
LDECv5g00665	LdNA_1447	Large ribosomal subunit protein bL21m; Bos taurus 
LDECv5g00666	LdNA_1445	3'-5' RNA helicase YTHDC2; Mus musculus 
LDECv5g00667	LdNA_1440	PiggyBac transposable element-derived protein 3; Homo sapiens 
LDECv5g00668	LdNA_1438	U-scoloptoxin(01)-Er1a; Ethmostigmus rubripes 
LDECv5g00669	LdNA_1428	Fat-like cadherin-related tumor suppressor homolog; Drosophila melanogaster 
LDECv5g00670	LdNA_1427	Mitochondrial-processing peptidase subunit alpha; Bos taurus 
LDECv5g00671	LdNA_1425	Cytosol aminopeptidase; Bos taurus 
LDECv5g00672	LdNA_1424	Zinc finger MYM-type protein 6; Homo sapiens 
LDECv5g00673	LdNA_1422	"Branched-chain-amino-acid aminotransferase, cytosolic; Mus musculus "
LDECv5g00674	LdNA_1418	Voltage-dependent calcium channel type A subunit alpha-1; Drosophila melanogaster 
LDECv5g00676	LdNA_1416	-
LDECv5g00677	LdNA_1415	-
LDECv5g00679	LdNA_1412	-
LDECv5g00680	LdNA_1411	Protein obstructor-E; Drosophila melanogaster 
LDECv5g00682	LdNA_1407	Heterogeneous nuclear ribonucleoprotein 27C; Drosophila melanogaster 
LDECv5g00683	LdNA_1406	Tubulin alpha chain; Lepidoglyphus destructor 
LDECv5g00684	LdNA_1405	WD repeat-containing protein 44; Bos taurus 
LDECv5g00685	LdNA_1404	Golgin-45; Homo sapiens 
LDECv5g00686	LdNA_1403	-
LDECv5g00687	LdNA_1402	V-type proton ATPase 116 kDa subunit a1; Xenopus laevis 
LDECv5g00688	LdNA_1401	-
LDECv5g00692	LdNA_1386	Probable peptidyl-tRNA hydrolase 2; Caenorhabditis elegans 
LDECv5g00693	LdNA_1385	RING finger and transmembrane domain-containing protein 2; Homo sapiens 
LDECv5g00694	LdNA_1383	ADP-ribosylation factor-like protein 6-interacting protein 4; Gallus gallus 
LDECv5g00695	LdNA_1382	Centrobin; Homo sapiens 
LDECv5g00696	LdNA_1381	Apolipoprotein D; Bos taurus 
LDECv5g00697	LdNA_1380	Beta-galactosidase-1-like protein 3; Homo sapiens 
LDECv5g00698	LdNA_1376	Beta-galactosidase-1-like protein 3; Homo sapiens 
LDECv5g00699	LdNA_1375	Leucine-rich melanocyte differentiation-associated protein; Mus musculus 
LDECv5g00700	LdNA_1371	-
LDECv5g00701	LdNA_1370	-
LDECv5g00703	LdNA_1364	-
LDECv5g00704	LdNA_1356	Venom carboxylesterase-6; Apis mellifera 
LDECv5g00705	LdNA_1354	Venom carboxylesterase-6; Apis mellifera 
LDECv5g00706	LdNA_1353	Juvenile hormone esterase; Tribolium castaneum 
LDECv5g00709	LdNA_1346	-
LDECv5g00711	LdNA_1339	Trypsin-1; Anopheles gambiae 
LDECv5g00712	LdNA_1334	-
LDECv5g00713	LdNA_1331	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P; Drosophila melanogaster 
LDECv5g00714	LdNA_1323	Venom carboxylesterase-6; Apis mellifera 
LDECv5g00716	LdNA_1314	"Complex I assembly factor ACAD9, mitochondrial; Homo sapiens "
LDECv5g00717	LdNA_1312	DnaJ homolog subfamily C member 28; Mus musculus 
LDECv5g00718	LdNA_1310	Growth factor receptor-bound protein 2; Drosophila melanogaster 
LDECv5g00719	LdNA_1309	RAD50-interacting protein 1; Mus musculus 
LDECv5g00720	LdNA_1308	-
LDECv5g00723	LdNA_1307	Polypeptide N-acetylgalactosaminyltransferase 5; Drosophila melanogaster 
LDECv5g00724	LdNA_1305	-
LDECv5g00725	LdNA_1304	Serine/threonine-protein kinase RIO3; Mus musculus 
LDECv5g00726	LdNA_1302	NPC intracellular cholesterol transporter 1; Sus scrofa 
LDECv5g00727	LdNA_1301	NPC intracellular cholesterol transporter 1; Sus scrofa 
LDECv5g00728	LdNA_1300	Protein smoothened; Drosophila melanogaster 
LDECv5g00729	LdNA_1299	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial; Caenorhabditis elegans "
LDECv5g00730	LdNA_1298	-
LDECv5g00731	LdNA_1297	Cyclin-A2; Gallus gallus 
LDECv5g00732	LdNA_1296	Macrophage mannose receptor 1; Mus musculus 
LDECv5g00733	LdNA_1294	Macrophage mannose receptor 1; Homo sapiens 
LDECv5g00734	LdNA_1293	Macrophage mannose receptor 1; Mus musculus 
LDECv5g00735	LdNA_1291	Macrophage mannose receptor 1; Homo sapiens 
LDECv5g00736	LdNA_8557	-
LDECv5g00737	LdNA_1286	-
LDECv5g00738	LdNA_1285	Casein kinase I isoform gamma-3; Pongo abelii 
LDECv5g00739	LdNA_1275	-
LDECv5g00740	LdNA_1274	Serine/threonine-protein phosphatase PP1-2; Schizosaccharomyces pombe (strain 972 / ATCC 24843) 
LDECv5g00741	LdNA_1271	-
LDECv5g00742	LdNA_1269	Guanylate kinase; Mus musculus 
LDECv5g00743	LdNA_1268	Guanine nucleotide-binding protein G(o) subunit alpha; Geodia cydonium 
LDECv5g00744	LdNA_1266	Innexin inx2; Schistocerca americana 
LDECv5g00745	LdNA_1265	-
LDECv5g00746	LdNA_1263	Protein penguin; Drosophila melanogaster 
LDECv5g00747	LdNA_1261	Synaptogyrin-2; Bos taurus 
LDECv5g00748	LdNA_1260	Phospholipase A2; Bombus terrestris 
LDECv5g00749	LdNA_1259	Nucleic-acid-binding protein from transposon X-element; Drosophila melanogaster 
LDECv5g00750	LdNA_1258	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial; Rattus norvegicus "
LDECv5g00751	LdNA_1257	Dual specificity mitogen-activated protein kinase kinase 3; Mus musculus 
LDECv5g00752	LdNA_1255	Transmembrane protein 94; Mus musculus 
LDECv5g00753	LdNA_1254	E3 ubiquitin-protein ligase ZNF598; Danio rerio 
LDECv5g00754	LdNA_1251	Prominin-like protein; Drosophila melanogaster 
LDECv5g00755	LdNA_1244	Sodium-independent sulfate anion transporter; Cavia porcellus 
LDECv5g00756	LdNA_1242	Sodium-independent sulfate anion transporter; Cavia porcellus 
LDECv5g00757	LdNA_1234	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00758	LdNA_1230	-
LDECv5g00760	LdNA_1225	-
LDECv5g00761	LdNA_1223	-
LDECv5g00762	LdNA_1222	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00763	LdNA_1217	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00764	LdNA_1215	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00766	LdNA_1210	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00767	LdNA_1209	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00768	LdNA_1207	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00769	LdNA_1205	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00770	LdNA_1203	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00771	LdNA_1199	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00772	LdNA_1197	Peroxidase; Drosophila melanogaster 
LDECv5g00773	LdNA_1195	Cytochrome P450 9e2; Blattella germanica 
LDECv5g00774	LdNA_1192	Juvenile hormone esterase; Tribolium castaneum 
LDECv5g00775	LdNA_1191	Juvenile hormone esterase; Tribolium castaneum 
LDECv5g00776	LdNA_1188	Juvenile hormone esterase; Tribolium castaneum 
LDECv5g00778	LdNA_1184	-
LDECv5g00779	LdNA_1183	Sesquipedalian-1; Homo sapiens 
LDECv5g00780	LdNA_1182	Bifunctional coenzyme A synthase; Sus scrofa 
LDECv5g00781	LdNA_1181	Nucleolar complex protein 4 homolog B; Xenopus laevis 
LDECv5g00782	LdNA_1180	Sentrin-specific protease 8; Mus musculus 
LDECv5g00783	LdNA_1179	Fatty-acid amide hydrolase 2; Homo sapiens 
LDECv5g00784	LdNA_1176	Cytochrome b5 reductase 4; Mus musculus 
LDECv5g00787	LdNA_1173	-
LDECv5g00789	LdNA_1167	Centrosomal protein of 120 kDa; Xenopus tropicalis 
LDECv5g00790	LdNA_1166	Monocarboxylate transporter 2; Homo sapiens 
LDECv5g00791	LdNA_1164	Unconventional myosin ID; Drosophila melanogaster 
LDECv5g00793	LdNA_1162	tRNA endonuclease ANKZF1; Rattus norvegicus 
LDECv5g00794	LdNA_1163	ADP-ribosylation factor-like protein 6-interacting protein 6; Bos taurus 
LDECv5g00795	LdNA_1161	Testis-expressed protein 2; Homo sapiens 
LDECv5g00796	LdNA_1158	-
LDECv5g00798	LdNA_1156	Lissencephaly-1 homolog; Glossina morsitans morsitans 
LDECv5g00799	LdNA_1155	PRKR-interacting protein 1 homolog; Xenopus laevis 
LDECv5g00800	LdNA_1154	Multiple inositol polyphosphate phosphatase 1; Drosophila melanogaster 
LDECv5g00802	LdNA_1153	26S proteasome non-ATPase regulatory subunit 2; Rattus norvegicus 
LDECv5g00803	LdNA_1152	Multiple inositol polyphosphate phosphatase 1; Drosophila melanogaster 
LDECv5g00804	LdNA_1151	Monocyte to macrophage differentiation factor 2; Mus musculus 
LDECv5g00805	LdNA_1150	DNA-directed RNA polymerase III subunit RPC9; Homo sapiens 
LDECv5g00806	LdNA_1149	Density-regulated protein homolog; Drosophila melanogaster 
LDECv5g00807	LdNA_1148	-
LDECv5g00808	LdNA_1147	"Tyrosine--tRNA ligase, mitochondrial; Drosophila melanogaster "
LDECv5g00809	LdNA_1145	Serine/threonine-protein kinase unc-51; Caenorhabditis elegans 
LDECv5g00810	LdNA_1146	-
LDECv5g00811	LdNA_1141	"Beta-1,4-galactosyltransferase galt-1; Caenorhabditis elegans "
LDECv5g00813	LdNA_1140	Cilia- and flagella-associated protein 70; Macaca fascicularis 
LDECv5g00814	LdNA_1132	-
LDECv5g00817	LdNA_1123	-
LDECv5g00820	LdNA_1118	Membrane-bound alkaline phosphatase; Bombyx mori 
LDECv5g00821	LdNA_1115	Calmodulin; Strongylocentrotus intermedius 
LDECv5g00822	LdNA_1110	Troponin C; Tyrophagus putrescentiae 
LDECv5g00824	LdNA_615	-
LDECv5g00825	LdNA_612	Cytoplasmic phosphatidylinositol transfer protein 1; Drosophila melanogaster 
LDECv5g00826	LdNA_611	Derlin-2; Pongo abelii 
LDECv5g00827	LdNA_629	Protein phosphatase PTC7 homolog; Xenopus laevis 
LDECv5g00828	LdNA_610	Chaetoglobosin A biosynthesis cluster protein C; Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) 
LDECv5g00829	LdNA_607	-
LDECv5g00830	LdNA_606	Metaxin-2; Sus scrofa 
LDECv5g00831	LdNA_633	-
LDECv5g00832	LdNA_604	-
LDECv5g00833	LdNA_602	PiggyBac transposable element-derived protein 3; Homo sapiens 
LDECv5g00834	LdNA_641	Broad-complex core protein isoforms 1/2/3/4/5; Drosophila melanogaster 
LDECv5g00835	LdNA_643	Broad-complex core protein isoforms 1/2/3/4/5; Drosophila melanogaster 
LDECv5g00836	LdNA_644	Broad-complex core protein isoform 6; Drosophila melanogaster 
LDECv5g00837	LdNA_593	-
LDECv5g00838	LdNA_592	Acetyl-coenzyme A transporter 1; Rattus norvegicus 
