Ldecemlineata	Tcastaneum
LDECv5g06714	TC032955
LDECv5g06715	TC007927
LDECv5g06717	TC007558
LDECv5g06718	TC007422
LDECv5g06719	TC008061
LDECv5g06720	TC034624
LDECv5g06721	TC034641
LDECv5g06723	TC016210
LDECv5g06724	TC007815
LDECv5g06725	TC032957
LDECv5g06726	TC007208
LDECv5g06727	TC007507
LDECv5g06728	TC007814
LDECv5g06729	TC007711
LDECv5g06730	TC004122
LDECv5g06731	TC008513
LDECv5g06732	TC008402
LDECv5g06733	TC031116
LDECv5g06734	TC007498
LDECv5g06737	TC007625
LDECv5g06739	TC008246
LDECv5g06741	TC007880
LDECv5g06742	TC007651
LDECv5g06743	TC007652
LDECv5g06745	TC007851
LDECv5g06748	TC007655
LDECv5g06755	TC008337
LDECv5g06756	TC032912
LDECv5g06757	TC007173
LDECv5g06758	TC007944
LDECv5g06761	TC034643
LDECv5g06762	TC008216
LDECv5g06763	TC012802
LDECv5g06772	TC007478
LDECv5g06773	TC007477
LDECv5g06774	TC007476
LDECv5g06777	TC008018
LDECv5g06778	TC008019
LDECv5g06780	TC006411
LDECv5g06782	TC007749
LDECv5g06786	TC007809
LDECv5g06789	TC007740
LDECv5g06790	TC007227
LDECv5g06799	TC007226
LDECv5g06801	TC031036
LDECv5g06806	TC001249
LDECv5g06807	TC010012
LDECv5g06808	TC007223
LDECv5g06810	TC008255
LDECv5g06811	TC008107
LDECv5g06812	TC008111
LDECv5g06813	TC007396
LDECv5g06817	TC032859
LDECv5g06822	TC007453
LDECv5g06826	TC003651
LDECv5g06829	TC008049
LDECv5g06831	TC034654
LDECv5g06833	TC008051
LDECv5g06834	TC032760
LDECv5g06835	TC007575
LDECv5g06836	TC033682
LDECv5g06839	TC007650
LDECv5g06840	TC007853
LDECv5g06841	TC007879
LDECv5g06843	TC007626
LDECv5g06846	TC008585
LDECv5g06848	TC007649
LDECv5g06849	TC007035
LDECv5g06852	TC007953
LDECv5g06853	TC007556
LDECv5g06856	TC007573
LDECv5g06859	TC008066
LDECv5g06860	TC007588
LDECv5g06861	TC034826
LDECv5g06862	TC007850
LDECv5g06866	TC008235
LDECv5g06868	TC008023
LDECv5g06869	TC032728
LDECv5g06870	TC007113
LDECv5g06871	TC007695
LDECv5g06872	TC007799
LDECv5g06876	TC032727
LDECv5g06879	TC007765
LDECv5g06881	TC032858
LDECv5g06882	TC031091
LDECv5g06883	TC007699
LDECv5g06884	TC007795
LDECv5g06885	TC007698
LDECv5g06891	TC008297
LDECv5g06906	TC009673
LDECv5g06907	TC009444
LDECv5g06911	TC001365
LDECv5g06914	TC009930
LDECv5g06916	TC007567
LDECv5g06917	TC000758
LDECv5g06918	TC007398
LDECv5g06919	TC034324
LDECv5g06920	TC032813
LDECv5g06921	TC007399
LDECv5g06922	TC007531
LDECv5g06923	TC007769
LDECv5g06924	TC007731
LDECv5g06925	TC007936
LDECv5g06926	TC032943
LDECv5g06930	TC000985
LDECv5g06932	TC008110
LDECv5g06937	TC032835
LDECv5g06945	TC008241
LDECv5g06944	TC008242
LDECv5g06946	TC007817
LDECv5g06947	TC008243
LDECv5g06949	TC007397
LDECv5g06953	TC034661
LDECv5g06954	TC007804
LDECv5g06962	TC005409
LDECv5g06966	TC002215
LDECv5g06967	TC032314
LDECv5g06968	TC002174
LDECv5g06970	TC005426
LDECv5g06971	TC006370
LDECv5g06972	TC034159
LDECv5g06975	TC033997
LDECv5g06977	TC005633
LDECv5g06979	TC034141
LDECv5g06981	TC034825
LDECv5g06983	TC005802
LDECv5g06984	TC005801
LDECv5g06985	TC006517
LDECv5g06986	TC034110
LDECv5g06988	TC006374
LDECv5g06991	TC008615
LDECv5g06996	TC033796
LDECv5g06997	TC013181
LDECv5g07000	TC006801
LDECv5g07001	TC005330
LDECv5g07002	TC006414
LDECv5g07003	TC005718
LDECv5g07004	TC005717
LDECv5g07005	TC006415
LDECv5g07006	TC006190
LDECv5g07007	TC006189
LDECv5g07008	TC005961
LDECv5g07009	TC006188
LDECv5g07010	TC006199
LDECv5g07011	TC007921
LDECv5g07013	TC006792
LDECv5g07014	TC005339
LDECv5g07015	TC034195
LDECv5g07018	TC005904
LDECv5g07020	TC006470
LDECv5g07021	TC005959
LDECv5g07022	TC015996
LDECv5g07025	TC015995
LDECv5g07026	TC015994
LDECv5g07027	TC007942
LDECv5g07028	TC015972
LDECv5g07031	TC005649
LDECv5g07036	TC006574
LDECv5g07038	TC004624
LDECv5g07047	TC006424
LDECv5g07048	TC034081
LDECv5g07051	TC034079
LDECv5g07060	TC005715
LDECv5g07064	TC034076
LDECv5g07065	TC008211
LDECv5g07068	TC006419
LDECv5g07070	TC005702
LDECv5g07071	TC005701
LDECv5g07073	TC005697
LDECv5g07074	TC005714
LDECv5g07078	TC034821
LDECv5g07081	TC033632
LDECv5g07082	TC005757
LDECv5g07083	TC005506
LDECv5g07084	TC006614
LDECv5g07085	TC005505
LDECv5g07086	TC009808
LDECv5g07087	TC005504
LDECv5g07091	TC005584
LDECv5g07093	TC006253
LDECv5g07094	TC006252
LDECv5g07095	TC005900
LDECv5g07096	TC006251
LDECv5g07098	TC006225
LDECv5g07099	TC005927
LDECv5g07101	TC006226
LDECv5g07112	TC006230
LDECv5g07114	TC015974
LDECv5g07116	TC005967
LDECv5g07117	TC005966
LDECv5g07118	TC030051
LDECv5g07119	TC006384
LDECv5g07120	TC006383
LDECv5g07121	TC030652
LDECv5g07122	TC005583
LDECv5g07124	TC006314
LDECv5g07125	TC006524
LDECv5g07126	TC034845
LDECv5g07127	TC005588
LDECv5g07128	TC005589
LDECv5g07130	TC005836
LDECv5g07131	TC005770
LDECv5g07132	TC005817
LDECv5g07133	TC006506
LDECv5g07134	TC005603
LDECv5g07135	TC006507
LDECv5g07136	TC005600
LDECv5g07140	TC034109
LDECv5g07141	TC005544
LDECv5g07142	TC004626
LDECv5g07143	TC006469
LDECv5g07144	TC005723
LDECv5g07146	TC005724
LDECv5g07147	TC004763
LDECv5g07149	TC034529
LDECv5g07153	TC006409
LDECv5g07154	TC006410
LDECv5g07155	TC005722
LDECv5g07156	TC006720
LDECv5g07181	TC006578
LDECv5g07184	TC006577
LDECv5g07186	TC005541
LDECv5g07192	TC006490
LDECv5g07194	TC005399
LDECv5g07195	TC034150
LDECv5g07196	TC034193
LDECv5g07197	TC005621
LDECv5g07198	TC034107
LDECv5g07201	TC006493
LDECv5g07202	TC007832
LDECv5g07207	TC002220
LDECv5g07211	TC006952
LDECv5g07212	TC006953
LDECv5g07213	TC008966
LDECv5g07215	TC008964
LDECv5g07216	TC008962
LDECv5g07217	TC002875
LDECv5g07218	TC033772
LDECv5g07219	TC033615
LDECv5g07220	TC015914
LDECv5g07221	TC033773
LDECv5g07223	TC009965
LDECv5g07227	TC033693
LDECv5g07228	TC033692
LDECv5g07229	TC005585
LDECv5g07230	TC009795
LDECv5g07231	TC009040
LDECv5g07232	TC008646
LDECv5g07233	TC010174
LDECv5g07234	TC008645
LDECv5g07241	TC008640
LDECv5g07243	TC009742
LDECv5g07244	TC016369
LDECv5g07246	TC009544
LDECv5g07247	TC009261
LDECv5g07248	TC009545
LDECv5g07252	TC009300
LDECv5g07265	TC009509
LDECv5g07285	TC009413
LDECv5g07286	TC008821
LDECv5g07289	TC014505
LDECv5g07290	TC009394
LDECv5g07291	TC030636
LDECv5g07292	TC009203
LDECv5g07293	TC009202
LDECv5g07296	TC009552
LDECv5g07297	TC009255
LDECv5g07302	TC009258
LDECv5g07304	TC009745
LDECv5g07305	TC034773
LDECv5g07306	TC009671
LDECv5g07309	TC009674
LDECv5g07310	TC009608
LDECv5g07339	TC014531
LDECv5g07347	TC010150
LDECv5g07348	TC030761
LDECv5g07349	TC008686
LDECv5g07350	TC010144
LDECv5g07359	TC008683
LDECv5g07360	TC008692
LDECv5g07361	TC008691
LDECv5g07362	TC014545
LDECv5g07363	TC033184
LDECv5g07367	TC008690
LDECv5g07368	TC010139
LDECv5g07372	TC010138
LDECv5g07374	TC008741
LDECv5g07404	TC006345
LDECv5g07406	TC033511
LDECv5g07418	TC009525
LDECv5g07420	TC009283
LDECv5g07421	TC033561
LDECv5g07422	TC009284
LDECv5g07425	TC009285
LDECv5g07426	TC010027
LDECv5g07427	TC008802
LDECv5g07429	TC033567
LDECv5g07432	TC005180
LDECv5g07436	TC007665
LDECv5g07452	TC009556
LDECv5g07453	TC033668
LDECv5g07460	TC005865
LDECv5g07469	TC009732
LDECv5g07470	TC033665
LDECv5g07471	TC009731
LDECv5g07475	TC034784
LDECv5g07476	TC010099
LDECv5g07477	TC008734
LDECv5g07479	TC009757
LDECv5g07480	TC009066
LDECv5g07482	TC000962
LDECv5g07485	TC009879
LDECv5g07486	TC009786
LDECv5g07487	TC009803
LDECv5g07488	TC009035
LDECv5g07489	TC008848
LDECv5g07490	TC009802
LDECv5g07494	TC009798
LDECv5g07495	TC009472
LDECv5g07496	TC031200
LDECv5g07497	TC009042
LDECv5g07498	TC009789
LDECv5g07500	TC009880
LDECv5g07501	TC009882
LDECv5g07502	TC033847
LDECv5g07503	TC008649
LDECv5g07504	TC008648
LDECv5g07505	TC010173
LDECv5g07506	TC009794
LDECv5g07509	TC033792
LDECv5g07510	TC008827
LDECv5g07513	TC009230
LDECv5g07514	TC009607
LDECv5g07515	TC009201
LDECv5g07516	TC033637
LDECv5g07517	TC009707
LDECv5g07518	TC009000
LDECv5g07519	TC009839
LDECv5g07520	TC009001
LDECv5g07521	TC009054
LDECv5g07522	TC009770
LDECv5g07523	TC034768
LDECv5g07524	TC034790
LDECv5g07525	TC033717
LDECv5g07527	TC008991
LDECv5g07530	TC008876
LDECv5g07531	TC013740
LDECv5g07532	TC009851
LDECv5g07535	TC009889
LDECv5g07537	TC009890
LDECv5g07538	TC009892
LDECv5g07539	TC004794
LDECv5g07540	TC008955
LDECv5g07544	TC009998
LDECv5g07546	TC009207
LDECv5g07547	TC009206
LDECv5g07548	TC009600
LDECv5g07550	TC033790
LDECv5g07552	TC004478
LDECv5g07553	TC009599
LDECv5g07554	TC009208
LDECv5g07555	TC031216
LDECv5g07558	TC033720
LDECv5g07564	TC001751
LDECv5g07573	TC014689
LDECv5g07574	TC015933
LDECv5g07575	TC033614
LDECv5g07581	TC015935
LDECv5g07584	TC009885
LDECv5g07585	TC010877
LDECv5g07587	TC010177
LDECv5g07590	TC009888
LDECv5g07591	TC008956
LDECv5g07593	TC008638
LDECv5g07594	TC010175
LDECv5g07595	TC030566
LDECv5g07597	TC030677
LDECv5g07598	TC010059
LDECv5g07599	TC030738
LDECv5g07600	TC008799
LDECv5g07601	TC010030
LDECv5g07602	TC008801
LDECv5g07604	TC009536
LDECv5g07606	TC008819
LDECv5g07607	TC010010
LDECv5g07608	TC010011
LDECv5g07610	TC033711
LDECv5g07617	TC030558
LDECv5g07618	TC030755
LDECv5g07619	TC009532
LDECv5g07626	TC009535
LDECv5g07627	TC009270
LDECv5g07630	TC009423
LDECv5g07631	TC009390
LDECv5g07632	TC015948
LDECv5g07634	TC014538
LDECv5g07640	TC014536
LDECv5g07641	TC014535
LDECv5g07643	TC034762
LDECv5g07645	TC033718
LDECv5g07651	TC011449
LDECv5g07652	TC009582
LDECv5g07655	TC009290
LDECv5g07658	TC008834
LDECv5g07659	TC033630
LDECv5g07661	TC033631
LDECv5g07664	TC033635
LDECv5g07665	TC009705
LDECv5g07671	TC034119
LDECv5g07673	TC006533
LDECv5g07674	TC005103
LDECv5g07676	TC006547
LDECv5g07677	TC006548
LDECv5g07678	TC006550
LDECv5g07679	TC034135
LDECv5g07680	TC034009
LDECv5g07681	TC030748
LDECv5g07684	TC006688
LDECv5g07685	TC005450
LDECv5g07686	TC005949
LDECv5g07688	TC006209
LDECv5g07689	TC006476
LDECv5g07690	TC005987
LDECv5g07691	TC030596
LDECv5g07692	TC006674
LDECv5g07693	TC005463
LDECv5g07696	TC006673
LDECv5g07699	TC002359
LDECv5g07700	TC005551
LDECv5g07701	TC005552
LDECv5g07702	TC005494
LDECv5g07703	TC006210
LDECv5g07704	TC005946
LDECv5g07705	TC006663
LDECv5g07706	TC005467
LDECv5g07707	TC006664
LDECv5g07710	TC006665
LDECv5g07712	TC005461
LDECv5g07713	TC006629
LDECv5g07714	TC006357
LDECv5g07715	TC034053
LDECv5g07717	TC006474
LDECv5g07719	TC006472
LDECv5g07720	TC005648
LDECv5g07722	TC010485
LDECv5g07723	TC006776
LDECv5g07724	TC005367
LDECv5g07725	TC011139
LDECv5g07726	TC005879
LDECv5g07727	TC015235
LDECv5g07728	TC005366
LDECv5g07730	TC006774
LDECv5g07732	TC005369
LDECv5g07733	TC006771
LDECv5g07734	TC005372
LDECv5g07735	TC005370
LDECv5g07736	TC014791
LDECv5g07737	TC006753
LDECv5g07739	TC006754
LDECv5g07742	TC005737
LDECv5g07743	TC034184
LDECv5g07744	TC015234
LDECv5g07746	TC033349
LDECv5g07747	TC005819
LDECv5g07748	TC006309
LDECv5g07749	TC005832
LDECv5g07750	TC006308
LDECv5g07751	TC005595
LDECv5g07752	TC005833
LDECv5g07753	TC006307
LDECv5g07759	TC005408
LDECv5g07760	TC006739
LDECv5g07761	TC004975
LDECv5g07764	TC005765
LDECv5g07769	TC033928
LDECv5g07770	TC006163
LDECv5g07772	TC005104
LDECv5g07774	TC006063
LDECv5g07776	TC033943
LDECv5g07777	TC030689
LDECv5g07780	TC034166
LDECv5g07781	TC006690
LDECv5g07784	TC006523
LDECv5g07785	TC031284
LDECv5g07790	TC006499
LDECv5g07791	TC005612
LDECv5g07792	TC005610
LDECv5g07793	TC006758
LDECv5g07794	TC006755
LDECv5g07795	TC006489
LDECv5g07796	TC006756
LDECv5g07797	TC015243
LDECv5g07799	TC034846
LDECv5g07800	TC006600
LDECv5g07802	TC005522
LDECv5g07806	TC006599
LDECv5g07807	TC005524
LDECv5g07809	TC005525
LDECv5g07816	TC015481
LDECv5g07817	TC006563
LDECv5g07818	TC005548
LDECv5g07819	TC006564
LDECv5g07820	TC006643
LDECv5g07821	TC006642
LDECv5g07822	TC006640
LDECv5g07823	TC005482
LDECv5g07824	TC005736
LDECv5g07825	TC009895
LDECv5g07826	TC005582
LDECv5g07827	TC006526
LDECv5g07829	TC005594
LDECv5g07830	TC015956
LDECv5g07831	TC006527
LDECv5g07840	TC034112
LDECv5g07842	TC034131
LDECv5g07843	TC006147
LDECv5g07844	TC033971
LDECv5g07845	TC006152
LDECv5g07846	TC005996
LDECv5g07848	TC006169
LDECv5g07850	TC033979
LDECv5g07851	TC006164
LDECv5g07852	TC005983
LDECv5g07853	TC006168
LDECv5g07854	TC005981
LDECv5g07855	TC005982
LDECv5g07856	TC006167
LDECv5g07857	TC006166
LDECv5g07858	TC005984
LDECv5g07859	TC006165
LDECv5g07862	TC012955
LDECv5g07864	TC005576
LDECv5g07865	TC006532
LDECv5g07866	TC001459
LDECv5g07867	TC005579
LDECv5g07868	TC006492
LDECv5g07872	TC031408
LDECv5g07874	TC000232
LDECv5g07875	TC034017
LDECv5g07876	TC034553
LDECv5g07877	TC000964
LDECv5g07878	TC005873
LDECv5g07879	TC034018
LDECv5g07880	TC000792
LDECv5g07882	TC011138
LDECv5g07885	TC031384
LDECv5g07889	TC001382
LDECv5g07891	TC000159
LDECv5g07894	TC001071
LDECv5g07895	TC000158
LDECv5g07896	TC004823
LDECv5g07897	TC004824
LDECv5g07901	TC008370
LDECv5g07903	TC004828
LDECv5g07904	TC004558
LDECv5g07909	TC004827
LDECv5g07910	TC004559
LDECv5g07912	TC004831
LDECv5g07913	TC004557
LDECv5g07918	TC000880
LDECv5g07924	TC000675
LDECv5g07931	TC012999
LDECv5g07932	TC002059
LDECv5g07933	TC002088
LDECv5g07935	TC011435
LDECv5g07936	TC011438
LDECv5g07941	TC004931
LDECv5g07944	TC004459
LDECv5g07945	TC004934
LDECv5g07946	TC007221
LDECv5g07947	TC004458
LDECv5g07948	TC004935
LDECv5g07950	TC001348
LDECv5g07951	TC000193
LDECv5g07952	TC004457
LDECv5g07953	TC000094
LDECv5g07954	TC000192
LDECv5g07955	TC001350
LDECv5g07959	TC001352
LDECv5g07960	TC000188
LDECv5g07961	TC000191
LDECv5g07963	TC001355
LDECv5g07966	TC000196
LDECv5g07967	TC004859
LDECv5g07968	TC004858
LDECv5g07969	TC004857
LDECv5g07970	TC001085
LDECv5g07971	TC034560
LDECv5g07972	TC001086
LDECv5g07973	TC000487
LDECv5g07974	TC001084
LDECv5g07977	TC001083
LDECv5g07979	TC031982
LDECv5g07981	TC004855
LDECv5g07982	TC004527
LDECv5g07983	TC004850
LDECv5g07984	TC004530
LDECv5g07988	TC004854
LDECv5g07989	TC004532
LDECv5g07990	TC004849
LDECv5g07991	TC000967
LDECv5g07993	TC000407
LDECv5g07994	TC012619
LDECv5g07995	TC032184
LDECv5g07998	TC000415
LDECv5g07999	TC030989
LDECv5g08000	TC030081
LDECv5g08006	TC014819
LDECv5g08009	TC002382
LDECv5g08010	TC002384
LDECv5g08013	TC032202
LDECv5g08014	TC000840
LDECv5g08015	TC034551
LDECv5g08019	TC000766
LDECv5g08020	TC011193
LDECv5g08021	TC000349
LDECv5g08022	TC011151
LDECv5g08023	TC011332
LDECv5g08025	TC002082
LDECv5g08026	TC004991
LDECv5g08027	TC000406
LDECv5g08030	TC000640
LDECv5g08032	TC031969
LDECv5g08033	TC004574
LDECv5g08034	TC011150
LDECv5g08035	TC032220
LDECv5g08036	TC006818
LDECv5g08037	TC000616
LDECv5g08038	TC011433
LDECv5g08039	TC032269
LDECv5g08045	TC000179
LDECv5g08046	TC011250
LDECv5g08047	TC034549
LDECv5g08048	TC003169
LDECv5g08049	TC011189
LDECv5g08050	TC001176
LDECv5g08051	TC000374
LDECv5g08052	TC004386
LDECv5g08053	TC000807
LDECv5g08055	TC000324
LDECv5g08056	TC011181
LDECv5g08057	TC001128
LDECv5g08058	TC001129
LDECv5g08059	TC000929
LDECv5g08061	TC000642
LDECv5g08062	TC032112
LDECv5g08063	TC032111
LDECv5g08066	TC004817
LDECv5g08067	TC034543
LDECv5g08068	TC011430
LDECv5g08069	TC011052
LDECv5g08074	TC031642
LDECv5g08075	TC031643
LDECv5g08076	TC031645
LDECv5g08077	TC011427
LDECv5g08078	TC011428
LDECv5g08079	TC005997
LDECv5g08080	TC031640
LDECv5g08083	TC000614
LDECv5g08084	TC000338
LDECv5g08088	TC004893
LDECv5g08089	TC000837
LDECv5g08098	TC000355
LDECv5g08099	TC001202
LDECv5g08101	TC032209
LDECv5g08102	TC001207
LDECv5g08110	TC001209
LDECv5g08111	TC000412
LDECv5g08112	TC000935
LDECv5g08113	TC030993
LDECv5g08114	TC000945
LDECv5g08116	TC000948
LDECv5g08117	TC000635
LDECv5g08119	TC014579
LDECv5g08120	TC000317
LDECv5g08121	TC000949
LDECv5g08122	TC001255
LDECv5g08125	TC001254
LDECv5g08126	TC000229
LDECv5g08127	TC014174
LDECv5g08128	TC000304
LDECv5g08129	TC011043
LDECv5g08130	TC004383
LDECv5g08131	TC011038
LDECv5g08132	TC002084
LDECv5g08133	TC011037
LDECv5g08134	TC031432
LDECv5g08135	TC011452
LDECv5g08136	TC001321
LDECv5g08137	TC000225
LDECv5g08138	TC001322
LDECv5g08139	TC001378
LDECv5g08142	TC000163
LDECv5g08143	TC001377
LDECv5g08144	TC000223
LDECv5g08146	TC000224
LDECv5g08147	TC000162
LDECv5g08148	TC001379
LDECv5g08149	TC000161
LDECv5g08150	TC030562
LDECv5g08158	TC031660
LDECv5g08159	TC016399
LDECv5g08160	TC000547
LDECv5g08162	TC004369
LDECv5g08163	TC031995
LDECv5g08164	TC000228
LDECv5g08165	TC001317
LDECv5g08166	TC001320
LDECv5g08169	TC004368
LDECv5g08171	TC002083
LDECv5g08172	TC002070
LDECv5g08173	TC001767
LDECv5g08174	TC031410
LDECv5g08175	TC003466
LDECv5g08176	TC033835
LDECv5g08177	TC011159
LDECv5g08179	TC000418
LDECv5g08180	TC031001
LDECv5g08185	TC000506
LDECv5g08186	TC001033
LDECv5g08187	TC000525
LDECv5g08188	TC012831
LDECv5g08189	TC030572
LDECv5g08190	TC001052
LDECv5g08191	TC000531
LDECv5g08192	TC000529
LDECv5g08193	TC016289
LDECv5g08194	TC000540
LDECv5g08196	TC001049
LDECv5g08197	TC001048
LDECv5g08198	TC001047
LDECv5g08199	TC000526
LDECv5g08200	TC004437
LDECv5g08203	TC031375
LDECv5g08204	TC000527
LDECv5g08205	TC011462
LDECv5g08206	TC003763
LDECv5g08221	TC014175
LDECv5g08225	TC004424
LDECv5g08229	TC000313
LDECv5g08230	TC001004
LDECv5g08231	TC004970
LDECv5g08232	TC001003
LDECv5g08234	TC001002
LDECv5g08235	TC031381
LDECv5g08236	TC011348
LDECv5g08237	TC031376
LDECv5g08238	TC011142
LDECv5g08239	TC011141
LDECv5g08240	TC032214
LDECv5g08243	TC001214
LDECv5g08257	TC000836
LDECv5g08262	TC004455
LDECv5g08285	TC004464
LDECv5g08323	TC003783
LDECv5g08325	TC000030
LDECv5g08326	TC000029
LDECv5g08328	TC003008
LDECv5g08329	TC003007
LDECv5g08330	TC003006
LDECv5g08331	TC003415
LDECv5g08332	TC003416
LDECv5g08334	TC003540
LDECv5g08335	TC002293
LDECv5g08336	TC015915
LDECv5g08340	TC002287
LDECv5g08341	TC003573
LDECv5g08342	TC003529
LDECv5g08350	TC032549
LDECv5g08352	TC002652
LDECv5g08354	TC003790
LDECv5g08355	TC032546
LDECv5g08356	TC003789
LDECv5g08358	TC003323
LDECv5g08359	TC003322
LDECv5g08360	TC000350
LDECv5g08362	TC002529
LDECv5g08364	TC032664
LDECv5g08368	TC010565
LDECv5g08369	TC003876
LDECv5g08370	TC010439
LDECv5g08371	TC003986
LDECv5g08373	TC003984
LDECv5g08378	TC003982
LDECv5g08379	TC002441
LDECv5g08380	TC003978
LDECv5g08381	TC032667
LDECv5g08383	TC002445
LDECv5g08384	TC010525
LDECv5g08386	TC006724
LDECv5g08387	TC005886
LDECv5g08388	TC006723
LDECv5g08390	TC006352
LDECv5g08391	TC005784
LDECv5g08395	TC005785
LDECv5g08396	TC005788
LDECv5g08400	TC005921
LDECv5g08401	TC010963
LDECv5g08403	TC005485
LDECv5g08405	TC002557
LDECv5g08407	TC005311
LDECv5g08408	TC005312
LDECv5g08413	TC032241
LDECv5g08415	TC001282
LDECv5g08416	TC005667
LDECv5g08417	TC006460
LDECv5g08418	TC003719
LDECv5g08420	TC034094
LDECv5g08421	TC005668
LDECv5g08424	TC006457
LDECv5g08428	TC005670
LDECv5g08432	TC003838
LDECv5g08433	TC002584
LDECv5g08446	TC010325
LDECv5g08452	TC001562
LDECv5g08454	TC002431
LDECv5g08455	TC003996
LDECv5g08456	TC002464
LDECv5g08458	TC034635
LDECv5g08460	TC010260
LDECv5g08461	TC010266
LDECv5g08463	TC007236
LDECv5g08466	TC011183
LDECv5g08468	TC003998
LDECv5g08469	TC002709
LDECv5g08470	TC015976
LDECv5g08471	TC033936
LDECv5g08474	TC006706
LDECv5g08476	TC005444
LDECv5g08477	TC006318
LDECv5g08478	TC005826
LDECv5g08480	TC005825
LDECv5g08482	TC006319
LDECv5g08483	TC005824
LDECv5g08485	TC032939
LDECv5g08489	TC034063
LDECv5g08495	TC005397
LDECv5g08496	TC005396
LDECv5g08497	TC005395
LDECv5g08498	TC006760
LDECv5g08499	TC005394
LDECv5g08500	TC006759
LDECv5g08501	TC006746
LDECv5g08503	TC000048
LDECv5g08505	TC000046
LDECv5g08506	TC010635
LDECv5g08511	TC003132
LDECv5g08512	TC003133
LDECv5g08520	TC003135
LDECv5g08523	TC003326
LDECv5g08524	TC034666
LDECv5g08528	TC000105
LDECv5g08529	TC000068
LDECv5g08531	TC000047
LDECv5g08532	TC033978
LDECv5g08533	TC003498
LDECv5g08535	TC003488
LDECv5g08536	TC006160
LDECv5g08537	TC006159
LDECv5g08538	TC033977
LDECv5g08539	TC005994
LDECv5g08545	TC006155
LDECv5g08548	TC005517
LDECv5g08550	TC005521
LDECv5g08555	TC002710
LDECv5g08556	TC034604
LDECv5g08558	TC005573
LDECv5g08559	TC005562
LDECv5g08561	TC005561
LDECv5g08562	TC001152
LDECv5g08563	TC004946
LDECv5g08564	TC004434
LDECv5g08565	TC004435
LDECv5g08566	TC003770
LDECv5g08567	TC002669
LDECv5g08568	TC004421
LDECv5g08569	TC004430
LDECv5g08572	TC004956
LDECv5g08573	TC032019
LDECv5g08576	TC004959
LDECv5g08577	TC004960
LDECv5g08578	TC008446
LDECv5g08579	TC004961
LDECv5g08581	TC004962
LDECv5g08582	TC004963
LDECv5g08587	TC000528
LDECv5g08588	TC001043
LDECv5g08589	TC004291
LDECv5g08591	TC000759
LDECv5g08593	TC000802
LDECv5g08596	TC032043
LDECv5g08597	TC004425
LDECv5g08598	TC010825
LDECv5g08599	TC009997
LDECv5g08600	TC005923
LDECv5g08601	TC004969
LDECv5g08602	TC001210
LDECv5g08604	TC000395
LDECv5g08611	TC015946
LDECv5g08612	TC015944
LDECv5g08613	TC015945
LDECv5g08614	TC015905
LDECv5g08615	TC000541
LDECv5g08617	TC033788
LDECv5g08618	TC009994
LDECv5g08619	TC009560
LDECv5g08620	TC009250
LDECv5g08622	TC001452
LDECv5g08623	TC009375
LDECv5g08624	TC009443
LDECv5g08625	TC009074
LDECv5g08628	TC009376
LDECv5g08629	TC009442
LDECv5g08630	TC009377
LDECv5g08631	TC009441
LDECv5g08632	TC009378
LDECv5g08633	TC009439
LDECv5g08634	TC009438
LDECv5g08635	TC009380
LDECv5g08637	TC009383
LDECv5g08639	TC009430
LDECv5g08641	TC009437
LDECv5g08642	TC009382
LDECv5g08643	TC009432
LDECv5g08645	TC010595
LDECv5g08646	TC010587
LDECv5g08648	TC010592
LDECv5g08652	TC008927
LDECv5g08656	TC009911
LDECv5g08661	TC030783
LDECv5g08662	TC009914
LDECv5g08663	TC008933
LDECv5g08664	TC009907
LDECv5g08665	TC033746
LDECv5g08671	TC033599
LDECv5g08674	TC030054
LDECv5g08675	TC033598
LDECv5g08677	TC032628
LDECv5g08678	TC030560
LDECv5g08679	TC033715
LDECv5g08681	TC033610
LDECv5g08682	TC009894
LDECv5g08683	TC006372
LDECv5g08685	TC008952
LDECv5g08687	TC009896
LDECv5g08688	TC006621
LDECv5g08689	TC009487
LDECv5g08690	TC009322
LDECv5g08691	TC033546
LDECv5g08692	TC009488
LDECv5g08693	TC009485
LDECv5g08695	TC009484
LDECv5g08696	TC009326
LDECv5g08697	TC009325
LDECv5g08705	TC033547
LDECv5g08707	TC008603
LDECv5g08709	TC009710
LDECv5g08710	TC009122
LDECv5g08714	TC033624
LDECv5g08732	TC009698
LDECv5g08734	TC011361
LDECv5g08736	TC033580
LDECv5g08739	TC009594
LDECv5g08740	TC010166
LDECv5g08742	TC008657
LDECv5g08743	TC030609
LDECv5g08746	TC033855
LDECv5g08747	TC033856
LDECv5g08752	TC015943
LDECv5g08753	TC033575
LDECv5g08756	TC034766
LDECv5g08758	TC032800
LDECv5g08759	TC009220
LDECv5g08762	TC009593
LDECv5g08771	TC009976
LDECv5g08772	TC015952
LDECv5g08773	TC033578
LDECv5g08775	TC001770
LDECv5g08777	TC008776
LDECv5g08780	TC009841
LDECv5g08783	TC010209
LDECv5g08784	TC009486
LDECv5g08786	TC030625
LDECv5g08787	TC030583
LDECv5g08788	TC008602
LDECv5g08789	TC030449
LDECv5g08790	TC010170
LDECv5g08791	TC008650
LDECv5g08796	TC010168
LDECv5g08798	TC010167
LDECv5g08799	TC016343
LDECv5g08804	TC016351
LDECv5g08807	TC016355
LDECv5g08809	TC016358
LDECv5g08812	TC016363
LDECv5g08816	TC016342
LDECv5g08820	TC009783
LDECv5g08823	TC015781
