Ldecemlineata	Dmelanogaster
LDECv5g07994	FBgn0036696
LDECv5g08006	FBgn0039756
LDECv5g08015	FBgn0037788
LDECv5g08018	FBgn0285950
LDECv5g08019	FBgn0052441
LDECv5g08020	FBgn0086443
LDECv5g08024	FBgn0038880
LDECv5g08030	FBgn0031906
LDECv5g08033	FBgn0011768
LDECv5g08034	FBgn0038746
LDECv5g08051	FBgn0259215
LDECv5g08061	FBgn0038163
LDECv5g08074	FBgn0032536
LDECv5g08079	FBgn0028902
LDECv5g08084	FBgn0085271
LDECv5g08112	FBgn0038641
LDECv5g08116	FBgn0027562
LDECv5g08117	FBgn0038447
LDECv5g08120	FBgn0039130
LDECv5g08125	FBgn0038446
LDECv5g08129	FBgn0003334
LDECv5g08133	FBgn0035145
LDECv5g08138	FBgn0263977
LDECv5g08143	FBgn0034879
LDECv5g08151	FBgn0036814
LDECv5g08165	FBgn0034743
LDECv5g08173	FBgn0038510
LDECv5g08175	FBgn0035169
LDECv5g08176	FBgn0031848
LDECv5g08177	FBgn0039635
LDECv5g08191	FBgn0025742
LDECv5g08241	FBgn0034580
LDECv5g08243	FBgn0037710
LDECv5g08331	FBgn0033550
LDECv5g08332	FBgn0000996
LDECv5g08342	FBgn0028327
LDECv5g08354	FBgn0264922
LDECv5g08355	FBgn0039218
LDECv5g08358	FBgn0250814
LDECv5g08360	FBgn0039638
LDECv5g08383	FBgn0003149
LDECv5g08390	FBgn0040087
LDECv5g08403	FBgn0035581
LDECv5g08407	FBgn0032021
LDECv5g08417	FBgn0052103
LDECv5g08456	FBgn0027611
LDECv5g08461	FBgn0016684
LDECv5g08478	FBgn0034350
LDECv5g08495	FBgn0050373
LDECv5g08497	FBgn0020910
LDECv5g08498	FBgn0030269
LDECv5g08509	FBgn0052699
LDECv5g08531	FBgn0267976
LDECv5g08539	FBgn0036454
LDECv5g08548	FBgn0032701
LDECv5g08564	FBgn0036740
LDECv5g08566	FBgn0002577
LDECv5g08572	FBgn0031528
LDECv5g08577	FBgn0015000
LDECv5g08578	FBgn0032465
LDECv5g08591	FBgn0035464
LDECv5g08604	FBgn0041706
LDECv5g08618	FBgn0034537
LDECv5g08624	FBgn0030704
LDECv5g08625	FBgn0283536
LDECv5g08628	FBgn0028500
LDECv5g08629	FBgn0034563
LDECv5g08631	FBgn0027569
LDECv5g08632	FBgn0034012
LDECv5g08634	FBgn0033699
LDECv5g08649	FBgn0250838
LDECv5g08663	FBgn0040726
LDECv5g08664	FBgn0034546
LDECv5g08666	FBgn0037736
LDECv5g08674	FBgn0034081
LDECv5g08675	FBgn0061198
LDECv5g08677	FBgn0026713
LDECv5g08685	FBgn0000577
LDECv5g08734	FBgn0026565
LDECv5g08748	FBgn0033358
LDECv5g08759	FBgn0005638
LDECv5g08762	FBgn0034999
LDECv5g08772	FBgn0034314
LDECv5g08786	FBgn0029134
LDECv5g08804	FBgn0038198
LDECv5g08817	FBgn0034709
LDECv5g08822	FBgn0265139
LDECv5g08830	FBgn0034707
LDECv5g08841	FBgn0034070
LDECv5g08846	FBgn0034032
LDECv5g08847	FBgn0033578
LDECv5g08864	FBgn0015799
LDECv5g08910	FBgn0050491
LDECv5g08911	FBgn0286852
LDECv5g08945	FBgn0035592
LDECv5g08966	FBgn0037751
LDECv5g08967	FBgn0037749
LDECv5g08972	FBgn0261999
LDECv5g08980	FBgn0027607
LDECv5g08985	FBgn0011276
LDECv5g09010	FBgn0032000
LDECv5g09031	FBgn0038300
LDECv5g09038	FBgn0015544
LDECv5g09040	FBgn0015929
LDECv5g09043	FBgn0032596
LDECv5g09045	FBgn0262624
LDECv5g09049	FBgn0050044
LDECv5g09052	FBgn0032512
LDECv5g09072	FBgn0041250
LDECv5g09076	FBgn0037960
LDECv5g09086	FBgn0051368
LDECv5g09088	FBgn0043455
LDECv5g09125	FBgn0262166
LDECv5g09167	FBgn0034943
LDECv5g09170	FBgn0037610
LDECv5g09175	FBgn0266411
LDECv5g09183	FBgn0261270
LDECv5g09184	FBgn0026326
LDECv5g09236	FBgn0037580
LDECv5g09237	FBgn0039451
LDECv5g09273	FBgn0260866
LDECv5g09276	FBgn0266711
LDECv5g09281	FBgn0083984
LDECv5g09290	FBgn0259174
LDECv5g09293	FBgn0033179
LDECv5g09295	FBgn0031950
LDECv5g09296	FBgn0036289
LDECv5g09311	FBgn0287825
LDECv5g09316	FBgn0267972
LDECv5g09321	FBgn0035477
LDECv5g09322	FBgn0259878
LDECv5g09337	FBgn0035577
LDECv5g09356	FBgn0034802
LDECv5g09362	FBgn0029121
LDECv5g09371	FBgn0037973
LDECv5g09378	FBgn0263911
LDECv5g09400	FBgn0025800
LDECv5g09401	FBgn0003941
LDECv5g09408	FBgn0037578
LDECv5g09419	FBgn0034446
LDECv5g09437	FBgn0032997
LDECv5g09442	FBgn0038499
LDECv5g09449	FBgn0034242
LDECv5g09458	FBgn0038876
LDECv5g09463	FBgn0259226
LDECv5g09471	FBgn0020272
LDECv5g09473	FBgn0053193
LDECv5g09478	FBgn0004580
LDECv5g09479	FBgn0032166
LDECv5g09480	FBgn0000077
LDECv5g09483	FBgn0039876
LDECv5g09484	FBgn0033549
LDECv5g09489	FBgn0037358
LDECv5g09491	FBgn0033050
LDECv5g09499	FBgn0003744
LDECv5g09501	FBgn0004865
LDECv5g09514	FBgn0050016
LDECv5g09519	FBgn0011327
LDECv5g09539	FBgn0035318
LDECv5g09542	FBgn0052365
LDECv5g09546	FBgn0052369
LDECv5g09561	FBgn0028411
LDECv5g09564	FBgn0032480
LDECv5g09571	FBgn0038704
LDECv5g09574	FBgn0002948
LDECv5g09576	FBgn0033547
LDECv5g09579	FBgn0037184
LDECv5g09593	FBgn0035249
LDECv5g09600	FBgn0042712
LDECv5g09602	FBgn0263832
LDECv5g09616	FBgn0029693
LDECv5g09623	FBgn0037843
LDECv5g09624	FBgn0025878
LDECv5g09633	FBgn0286980
LDECv5g09662	FBgn0036356
LDECv5g09683	FBgn0036277
LDECv5g09692	FBgn0036274
LDECv5g09694	FBgn0250843
LDECv5g09726	FBgn0259726
LDECv5g09727	FBgn0034649
LDECv5g09741	FBgn0263239
LDECv5g09748	FBgn0265102
LDECv5g09767	FBgn0050349
LDECv5g09778	FBgn0027364
LDECv5g09791	FBgn0034816
LDECv5g09792	FBgn0034817
LDECv5g09824	FBgn0023513
LDECv5g09835	FBgn0031776
LDECv5g09838	FBgn0031239
LDECv5g09842	FBgn0263968
LDECv5g09843	FBgn0029909
LDECv5g09844	FBgn0029912
LDECv5g09850	FBgn0030695
LDECv5g09873	FBgn0035761
LDECv5g09877	FBgn0004926
LDECv5g09878	FBgn0264302
LDECv5g09917	FBgn0037018
LDECv5g09942	FBgn0016978
LDECv5g09943	FBgn0022960
LDECv5g09946	FBgn0035121
LDECv5g09966	FBgn0035541
LDECv5g09997	FBgn0033564
LDECv5g09998	FBgn0034741
LDECv5g10012	FBgn0025592
LDECv5g10015	FBgn0003162
LDECv5g10054	FBgn0033884
LDECv5g10058	FBgn0035199
LDECv5g10081	FBgn0037313
LDECv5g10086	FBgn0004895
LDECv5g10097	FBgn0036702
LDECv5g10102	FBgn0024754
LDECv5g10109	FBgn0011660
LDECv5g10110	FBgn0022288
LDECv5g10116	FBgn0035236
LDECv5g10117	FBgn0268063
LDECv5g10118	FBgn0033429
LDECv5g10119	FBgn0038524
LDECv5g10120	FBgn0043458
LDECv5g10122	FBgn0035854
LDECv5g10126	FBgn0036581
LDECv5g10127	FBgn0036090
LDECv5g10132	FBgn0033000
LDECv5g10133	FBgn0052484
LDECv5g10135	FBgn0037050
LDECv5g10151	FBgn0036484
LDECv5g10169	FBgn0010241
LDECv5g10184	FBgn0034908
LDECv5g10188	FBgn0004839
LDECv5g10213	FBgn0027615
LDECv5g10214	FBgn0036107
LDECv5g10252	FBgn0027360
LDECv5g10262	FBgn0034187
LDECv5g10263	FBgn0036262
LDECv5g10281	FBgn0260482
LDECv5g10286	FBgn0036005
LDECv5g10292	FBgn0005593
LDECv5g10295	FBgn0036342
LDECv5g10306	FBgn0033551
LDECv5g10307	FBgn0028969
LDECv5g10315	FBgn0002552
LDECv5g10324	FBgn0033571
LDECv5g10340	FBgn0031040
LDECv5g10342	FBgn0037684
LDECv5g10358	FBgn0039697
LDECv5g10361	FBgn0035085
LDECv5g10367	FBgn0036291
LDECv5g10383	FBgn0034728
LDECv5g10390	FBgn0283500
LDECv5g10400	FBgn0054027
LDECv5g10405	FBgn0004087
LDECv5g10447	FBgn0028473
LDECv5g10448	FBgn0264751
LDECv5g10451	FBgn0035909
LDECv5g10455	FBgn0038889
LDECv5g10469	FBgn0038833
LDECv5g10473	FBgn0026192
LDECv5g10477	FBgn0032822
LDECv5g10481	FBgn0028700
LDECv5g10484	FBgn0031868
LDECv5g10494	FBgn0250755
LDECv5g10497	FBgn0032470
LDECv5g10501	FBgn0051109
LDECv5g10507	FBgn0086356
LDECv5g10509	FBgn0031830
LDECv5g10517	FBgn0033994
LDECv5g10520	FBgn0041174
LDECv5g10555	FBgn0261269
LDECv5g10556	FBgn0028622
LDECv5g10558	FBgn0037737
LDECv5g10564	FBgn0032487
LDECv5g10569	FBgn0005655
LDECv5g10586	FBgn0040071
LDECv5g10587	FBgn0034956
LDECv5g10588	FBgn0262518
LDECv5g10589	FBgn0260812
LDECv5g10590	FBgn0034933
LDECv5g10606	FBgn0053108
LDECv5g10610	FBgn0027864
LDECv5g10623	FBgn0034568
LDECv5g10628	FBgn0034626
LDECv5g10633	FBgn0021814
LDECv5g10640	FBgn0250746
LDECv5g10642	FBgn0027889
LDECv5g10650	FBgn0030631
LDECv5g10671	FBgn0025457
LDECv5g10673	FBgn0036828
LDECv5g10675	FBgn0036273
LDECv5g10685	FBgn0020930
LDECv5g10687	FBgn0028402
LDECv5g10689	FBgn0000482
LDECv5g10690	FBgn0032236
LDECv5g10737	FBgn0029887
LDECv5g10739	FBgn0037900
LDECv5g10741	FBgn0011570
LDECv5g10742	FBgn0021796
LDECv5g10745	FBgn0031645
LDECv5g10746	FBgn0031540
LDECv5g10751	FBgn0025608
LDECv5g10754	FBgn0031229
LDECv5g10756	FBgn0015558
LDECv5g10764	FBgn0036945
LDECv5g10777	FBgn0033785
LDECv5g10784	FBgn0036179
LDECv5g10807	FBgn0000053
LDECv5g10824	FBgn0032157
LDECv5g10828	FBgn0036360
LDECv5g10832	FBgn0036838
LDECv5g10834	FBgn0286199
LDECv5g10851	FBgn0033081
LDECv5g10879	FBgn0035111
LDECv5g10884	FBgn0052206
LDECv5g10895	FBgn0025700
LDECv5g10896	FBgn0032467
LDECv5g10906	FBgn0039977
LDECv5g10907	FBgn0261560
LDECv5g10918	FBgn0050259
LDECv5g10922	FBgn0033352
LDECv5g10931	FBgn0032337
LDECv5g10979	FBgn0053978
LDECv5g11021	FBgn0035469
LDECv5g11030	FBgn0037340
LDECv5g11042	FBgn0034996
LDECv5g11047	FBgn0035206
LDECv5g11048	FBgn0033883
LDECv5g11056	FBgn0034033
LDECv5g11067	FBgn0086448
LDECv5g11080	FBgn0032050
LDECv5g11083	FBgn0036266
LDECv5g11097	FBgn0260744
LDECv5g11100	FBgn0030654
LDECv5g11114	FBgn0033887
LDECv5g11122	FBgn0085399
LDECv5g11132	FBgn0036141
LDECv5g11140	FBgn0027053
LDECv5g11142	FBgn0086357
LDECv5g11143	FBgn0037801
LDECv5g11151	FBgn0261803
LDECv5g11159	FBgn0052676
LDECv5g11167	FBgn0031818
LDECv5g11170	FBgn0032793
LDECv5g11178	FBgn0051694
LDECv5g11184	FBgn0037235
LDECv5g11185	FBgn0037249
LDECv5g11209	FBgn0037676
LDECv5g11210	FBgn0063670
LDECv5g11236	FBgn0035953
LDECv5g11249	FBgn0286567
LDECv5g11256	FBgn0053147
LDECv5g11264	FBgn0036333
LDECv5g11265	FBgn0031822
LDECv5g11272	FBgn0034726
LDECv5g11282	FBgn0030504
LDECv5g11288	FBgn0261988
LDECv5g11289	FBgn0039749
LDECv5g11293	FBgn0085425
LDECv5g11300	FBgn0025725
LDECv5g11303	FBgn0037231
LDECv5g11316	FBgn0262647
LDECv5g11327	FBgn0037754
LDECv5g11348	FBgn0051357
LDECv5g11357	FBgn0030743
LDECv5g11365	FBgn0000384
LDECv5g11382	FBgn0038244
LDECv5g11390	FBgn0011476
LDECv5g11411	FBgn0039767
LDECv5g11432	FBgn0038925
LDECv5g11439	FBgn0031119
LDECv5g11449	FBgn0030029
LDECv5g11450	FBgn0030027
LDECv5g11488	FBgn0036354
LDECv5g11497	FBgn0037526
LDECv5g11504	FBgn0015360
LDECv5g11539	FBgn0036063
LDECv5g11546	FBgn0030514
LDECv5g11556	FBgn0038074
LDECv5g11565	FBgn0023508
LDECv5g11566	FBgn0039565
LDECv5g11585	FBgn0012058
LDECv5g11595	FBgn0037236
LDECv5g11604	FBgn0035523
LDECv5g11640	FBgn0036583
LDECv5g11701	FBgn0037852
LDECv5g11707	FBgn0039889
LDECv5g11730	FBgn0051997
LDECv5g11747	FBgn0026089
LDECv5g11753	FBgn0037491
LDECv5g11788	FBgn0033272
LDECv5g11789	FBgn0037108
LDECv5g11790	FBgn0015801
LDECv5g11795	FBgn0051229
LDECv5g11796	FBgn0032234
LDECv5g11797	FBgn0061359
LDECv5g11805	FBgn0050147
LDECv5g11814	FBgn0266438
LDECv5g11819	FBgn0033464
LDECv5g11822	FBgn0034528
LDECv5g11824	FBgn0026380
LDECv5g11831	FBgn0053554
LDECv5g11837	FBgn0039300
LDECv5g11838	FBgn0035027
LDECv5g11839	FBgn0039857
LDECv5g11840	FBgn0028903
LDECv5g11842	FBgn0015359
LDECv5g11851	FBgn0266268
LDECv5g11859	FBgn0039773
LDECv5g11868	FBgn0002641
LDECv5g12216	FBgn0038248
LDECv5g12227	FBgn0263231
LDECv5g12233	FBgn0038324
LDECv5g12238	FBgn0037963
LDECv5g12262	FBgn0021895
LDECv5g12266	FBgn0027509
LDECv5g12286	FBgn0033610
LDECv5g12291	FBgn0003079
LDECv5g12348	FBgn0033206
LDECv5g12366	FBgn0031628
LDECv5g12368	FBgn0038584
LDECv5g12375	FBgn0036118
LDECv5g12378	FBgn0032881
LDECv5g12379	FBgn0050392
LDECv5g12393	FBgn0029690
LDECv5g12399	FBgn0038016
LDECv5g12400	FBgn0038315
LDECv5g12408	FBgn0261530
LDECv5g12420	FBgn0284084
LDECv5g12421	FBgn0010453
LDECv5g12454	FBgn0040372
LDECv5g12455	FBgn0051637
LDECv5g12465	FBgn0000330
LDECv5g12491	FBgn0039201
LDECv5g12498	FBgn0040236
LDECv5g12500	FBgn0044030
LDECv5g12502	FBgn0036887
LDECv5g12515	FBgn0036199
LDECv5g12521	FBgn0038017
LDECv5g12525	FBgn0001085
LDECv5g12529	FBgn0031047
LDECv5g12535	FBgn0250820
LDECv5g12553	FBgn0067629
LDECv5g12555	FBgn0003124
LDECv5g12564	FBgn0039480
LDECv5g12565	FBgn0039481
LDECv5g12566	FBgn0039804
LDECv5g12571	FBgn0003720
LDECv5g12581	FBgn0033891
LDECv5g12582	FBgn0032259
LDECv5g12588	FBgn0043010
LDECv5g12603	FBgn0051475
LDECv5g12606	FBgn0037475
LDECv5g12607	FBgn0001125
LDECv5g12608	FBgn0002707
LDECv5g12613	FBgn0000416
LDECv5g12622	FBgn0038839
LDECv5g12656	FBgn0010411
LDECv5g12678	FBgn0030177
LDECv5g12687	FBgn0036330
LDECv5g12688	FBgn0033038
LDECv5g12693	FBgn0033901
LDECv5g12724	FBgn0030805
LDECv5g12785	FBgn0263353
LDECv5g12788	FBgn0265605
LDECv5g12790	FBgn0034786
LDECv5g12793	FBgn0011296
LDECv5g12797	FBgn0015282
LDECv5g12826	FBgn0034763
LDECv5g12827	FBgn0046692
LDECv5g12828	FBgn0288834
LDECv5g12831	FBgn0024179
LDECv5g12832	FBgn0032247
LDECv5g12851	FBgn0035488
LDECv5g12873	FBgn0005619
LDECv5g12889	FBgn0037028
LDECv5g12891	FBgn0288690
LDECv5g12918	FBgn0000150
LDECv5g12919	FBgn0032149
LDECv5g12920	FBgn0040281
LDECv5g12928	FBgn0037063
LDECv5g12929	FBgn0024945
LDECv5g12930	FBgn0039302
LDECv5g12936	FBgn0012034
LDECv5g12939	FBgn0264000
LDECv5g12941	FBgn0035711
LDECv5g12978	FBgn0015789
LDECv5g12983	FBgn0033543
LDECv5g12989	FBgn0030869
LDECv5g12990	FBgn0010416
LDECv5g12996	FBgn0286818
LDECv5g13000	FBgn0001083
LDECv5g13005	FBgn0015621
LDECv5g13008	FBgn0267384
LDECv5g13013	FBgn0034877
LDECv5g13014	FBgn0010808
LDECv5g13017	FBgn0016919
LDECv5g13030	FBgn0027620
LDECv5g13062	FBgn0053508
LDECv5g13068	FBgn0032511
LDECv5g13070	FBgn0031534
LDECv5g13075	FBgn0050390
LDECv5g13081	FBgn0033936
LDECv5g13082	FBgn0027359
LDECv5g13092	FBgn0262716
LDECv5g13096	FBgn0030892
LDECv5g13100	FBgn0034053
LDECv5g13118	FBgn0003326
LDECv5g13119	FBgn0037045
LDECv5g13124	FBgn0036934
LDECv5g13200	FBgn0024992
LDECv5g13202	FBgn0037106
LDECv5g13207	FBgn0052075
LDECv5g13224	FBgn0036987
LDECv5g13228	FBgn0037105
LDECv5g13232	FBgn0031078
LDECv5g13233	FBgn0290397
LDECv5g13244	FBgn0029737
LDECv5g13265	FBgn0031232
LDECv5g13292	FBgn0000964
LDECv5g13296	FBgn0004924
LDECv5g13306	FBgn0036995
LDECv5g13317	FBgn0260006
LDECv5g13319	FBgn0035639
LDECv5g13322	FBgn0014179
LDECv5g13333	FBgn0031895
LDECv5g13335	FBgn0028836
LDECv5g13348	FBgn0032240
LDECv5g13351	FBgn0031216
LDECv5g13361	FBgn0050010
LDECv5g13363	FBgn0032921
LDECv5g13365	FBgn0038837
LDECv5g13372	FBgn0044028
LDECv5g13386	FBgn0015838
LDECv5g13387	FBgn0010741
LDECv5g13391	FBgn0034186
LDECv5g13393	FBgn0033557
LDECv5g13395	FBgn0039151
LDECv5g13398	FBgn0259152
LDECv5g13411	FBgn0038583
LDECv5g13413	FBgn0036255
LDECv5g13414	FBgn0040230
LDECv5g13416	FBgn0032101
LDECv5g13419	FBgn0085484
LDECv5g13421	FBgn0021856
LDECv5g13425	FBgn0286204
LDECv5g13433	FBgn0038269
LDECv5g13437	FBgn0039664
LDECv5g13439	FBgn0032339
LDECv5g13441	FBgn0030558
LDECv5g13443	FBgn0036460
LDECv5g13444	FBgn0030352
LDECv5g13448	FBgn0031529
LDECv5g13451	FBgn0031736
LDECv5g13455	FBgn0032873
LDECv5g13457	FBgn0030739
LDECv5g13463	FBgn0038755
LDECv5g13472	FBgn0026150
LDECv5g13478	FBgn0028919
LDECv5g13479	FBgn0037949
LDECv5g13486	FBgn0285912
LDECv5g13499	FBgn0035031
LDECv5g13520	FBgn0030311
LDECv5g13533	FBgn0263109
LDECv5g13544	FBgn0036805
LDECv5g13546	FBgn0031779
LDECv5g13566	FBgn0039223
LDECv5g13576	FBgn0032445
LDECv5g13613	FBgn0032671
LDECv5g13614	FBgn0261396
LDECv5g13658	FBgn0261596
LDECv5g13660	FBgn0031682
LDECv5g13663	FBgn0013531
LDECv5g13675	FBgn0031044
LDECv5g13681	FBgn0004913
LDECv5g13696	FBgn0000100
LDECv5g13708	FBgn0034277
LDECv5g13724	FBgn0033752
LDECv5g13725	FBgn0266284
LDECv5g13749	FBgn0261976
LDECv5g13756	FBgn0283472
LDECv5g13761	FBgn0024371
LDECv5g13762	FBgn0031437
LDECv5g13764	FBgn0031143
LDECv5g13767	FBgn0011603
LDECv5g13778	FBgn0027505
LDECv5g13819	FBgn0040279
LDECv5g13843	FBgn0038237
LDECv5g13845	FBgn0039427
LDECv5g13851	FBgn0032476
LDECv5g13862	FBgn0032415
LDECv5g13865	FBgn0032299
LDECv5g13965	FBgn0261477
LDECv5g13966	FBgn0035890
LDECv5g13970	FBgn0263916
LDECv5g13980	FBgn0001323
LDECv5g13984	FBgn0038571
LDECv5g13992	FBgn0031961
LDECv5g13994	FBgn0031068
LDECv5g13995	FBgn0035534
LDECv5g13996	FBgn0033480
LDECv5g13997	FBgn0038196
LDECv5g14001	FBgn0064116
LDECv5g14015	FBgn0033055
LDECv5g14016	FBgn0039205
LDECv5g14025	FBgn0035600
LDECv5g14028	FBgn0039751
LDECv5g14031	FBgn0262955
LDECv5g14042	FBgn0011676
LDECv5g14044	FBgn0038488
LDECv5g14047	FBgn0034527
LDECv5g14049	FBgn0030766
LDECv5g14064	FBgn0037665
LDECv5g14065	FBgn0262937
LDECv5g14066	FBgn0039601
LDECv5g14068	FBgn0033783
LDECv5g14071	FBgn0033687
LDECv5g14074	FBgn0035483
LDECv5g14077	FBgn0035520
LDECv5g14089	FBgn0290170
LDECv5g14096	FBgn0035519
LDECv5g14115	FBgn0030884
LDECv5g14121	FBgn0037232
LDECv5g14126	FBgn0261532
LDECv5g14145	FBgn0287767
LDECv5g14147	FBgn0034914
LDECv5g14152	FBgn0047135
LDECv5g14159	FBgn0038313
LDECv5g14182	FBgn0039737
LDECv5g14229	FBgn0029879
LDECv5g14232	FBgn0032388
LDECv5g14249	FBgn0051717
LDECv5g14260	FBgn0031309
LDECv5g14262	FBgn0039056
LDECv5g14265	FBgn0033401
LDECv5g14272	FBgn0013751
LDECv5g14280	FBgn0013303
LDECv5g14286	FBgn0086367
LDECv5g14289	FBgn0036988
LDECv5g14298	FBgn0010340
LDECv5g14300	FBgn0011509
LDECv5g14304	FBgn0261791
LDECv5g14311	FBgn0034976
LDECv5g14313	FBgn0038672
LDECv5g14696	FBgn0260653
LDECv5g14706	FBgn0265574
LDECv5g14719	FBgn0028931
LDECv5g14788	FBgn0053303
LDECv5g14792	FBgn0033160
LDECv5g14798	FBgn0027539
LDECv5g14809	FBgn0031519
LDECv5g14810	FBgn0250874
LDECv5g14818	FBgn0023216
LDECv5g14864	FBgn0030061
LDECv5g14865	FBgn0264389
LDECv5g14873	FBgn0001565
LDECv5g14877	FBgn0000723
LDECv5g14881	FBgn0261285
LDECv5g14895	FBgn0031860
LDECv5g14905	FBgn0004436
LDECv5g14920	FBgn0005771
LDECv5g14927	FBgn0002926
LDECv5g14952	FBgn0000439
LDECv5g14983	FBgn0029959
LDECv5g14987	FBgn0038039
LDECv5g14988	FBgn0025382
LDECv5g15005	FBgn0052547
LDECv5g15009	FBgn0034923
LDECv5g15020	FBgn0030945
LDECv5g15024	FBgn0030913
LDECv5g15025	FBgn0036415
LDECv5g15035	FBgn0022800
LDECv5g15051	FBgn0033958
LDECv5g15060	FBgn0026562
LDECv5g15083	FBgn0052176
LDECv5g15086	FBgn0038590
LDECv5g15099	FBgn0039380
LDECv5g15137	FBgn0023416
LDECv5g15148	FBgn0000139
LDECv5g15154	FBgn0038976
LDECv5g15160	FBgn0034661
LDECv5g15165	FBgn0032033
LDECv5g15169	FBgn0029824
LDECv5g15184	FBgn0029648
LDECv5g15186	FBgn0040650
LDECv5g15194	FBgn0030178
LDECv5g15195	FBgn0011205
LDECv5g15204	FBgn0036967
LDECv5g15205	FBgn0031711
LDECv5g15218	FBgn0038199
LDECv5g15220	FBgn0028507
LDECv5g15224	FBgn0043550
LDECv5g15234	FBgn0031660
LDECv5g15236	FBgn0031676
LDECv5g15237	FBgn0031973
LDECv5g15246	FBgn0011305
LDECv5g15282	FBgn0061469
LDECv5g15304	FBgn0031590
LDECv5g15305	FBgn0261995
LDECv5g15309	FBgn0016794
LDECv5g15326	FBgn0038422
LDECv5g15345	FBgn0037515
LDECv5g15361	FBgn0023458
LDECv5g15367	FBgn0290420
LDECv5g15401	FBgn0086673
LDECv5g15413	FBgn0030433
LDECv5g15414	FBgn0040344
LDECv5g15428	FBgn0286783
LDECv5g15443	FBgn0052687
LDECv5g15444	FBgn0026080
LDECv5g15451	FBgn0029962
LDECv5g15457	FBgn0028292
LDECv5g15462	FBgn0035122
LDECv5g15463	FBgn0011277
LDECv5g00005	FBgn0008635
LDECv5g00018	FBgn0039835
LDECv5g00033	FBgn0052344
LDECv5g00051	FBgn0259146
LDECv5g00056	FBgn0030007
LDECv5g00058	FBgn0037566
LDECv5g00088	FBgn0034141
LDECv5g00090	FBgn0029863
LDECv5g00096	FBgn0011739
LDECv5g00097	FBgn0037777
LDECv5g00099	FBgn0038146
LDECv5g00106	FBgn0034402
LDECv5g00108	FBgn0263241
LDECv5g00114	FBgn0263974
LDECv5g00117	FBgn0038632
LDECv5g00128	FBgn0038621
LDECv5g00135	FBgn0029943
LDECv5g00136	FBgn0024250
LDECv5g00166	FBgn0037539
LDECv5g00167	FBgn0003205
LDECv5g00169	FBgn0039869
LDECv5g00170	FBgn0039870
LDECv5g00175	FBgn0028746
LDECv5g00210	FBgn0030365
LDECv5g00211	FBgn0039159
LDECv5g00215	FBgn0000337
LDECv5g00243	FBgn0035272
LDECv5g00246	FBgn0004391
LDECv5g00248	FBgn0039832
LDECv5g00249	FBgn0037280
LDECv5g00267	FBgn0038619
LDECv5g00270	FBgn0034176
LDECv5g00271	FBgn0027868
LDECv5g00272	FBgn0288875
LDECv5g00273	FBgn0016691
LDECv5g00277	FBgn0030855
LDECv5g00280	FBgn0001247
LDECv5g00281	FBgn0031549
LDECv5g00310	FBgn0040929
LDECv5g00326	FBgn0039335
LDECv5g00334	FBgn0032514
LDECv5g00336	FBgn0038926
LDECv5g00342	FBgn0035754
LDECv5g00348	FBgn0032840
LDECv5g00351	FBgn0032847
LDECv5g00352	FBgn0020018
LDECv5g00356	FBgn0039175
LDECv5g00357	FBgn0031663
LDECv5g00372	FBgn0054031
LDECv5g00375	FBgn0037046
LDECv5g00393	FBgn0032169
LDECv5g00395	FBgn0032692
LDECv5g00407	FBgn0033060
LDECv5g00426	FBgn0038463
LDECv5g00434	FBgn0026666
LDECv5g00461	FBgn0029714
LDECv5g00468	FBgn0039776
LDECv5g00472	FBgn0052536
LDECv5g00498	FBgn0014366
LDECv5g00507	FBgn0036219
LDECv5g00511	FBgn0064766
LDECv5g00515	FBgn0053964
LDECv5g00516	FBgn0033693
LDECv5g00520	FBgn0030466
LDECv5g00523	FBgn0036824
LDECv5g00528	FBgn0261286
LDECv5g00531	FBgn0036843
LDECv5g00532	FBgn0035194
LDECv5g00537	FBgn0032782
LDECv5g00550	FBgn0015582
LDECv5g00551	FBgn0034232
LDECv5g00561	FBgn0040890
LDECv5g00564	FBgn0083167
LDECv5g00566	FBgn0029882
LDECv5g00573	FBgn0041194
LDECv5g00574	FBgn0035529
LDECv5g00588	FBgn0036726
LDECv5g00641	FBgn0261067
LDECv5g00642	FBgn0015277
LDECv5g00643	FBgn0000140
LDECv5g00645	FBgn0263697
LDECv5g00657	FBgn0260860
LDECv5g00661	FBgn0011745
LDECv5g00664	FBgn0266672
LDECv5g00670	FBgn0033235
LDECv5g00673	FBgn0030482
LDECv5g00693	FBgn0039150
LDECv5g00716	FBgn0086712
LDECv5g00717	FBgn0263027
LDECv5g00719	FBgn0035762
LDECv5g00725	FBgn0031643
LDECv5g00745	FBgn0030851
LDECv5g00746	FBgn0015527
LDECv5g00747	FBgn0033876
LDECv5g00753	FBgn0035024
LDECv5g00780	FBgn0035632
LDECv5g00801	FBgn0040551
LDECv5g00803	FBgn0026060
LDECv5g00808	FBgn0035064
LDECv5g00825	FBgn0027872
LDECv5g00826	FBgn0038438
LDECv5g00845	FBgn0261984
LDECv5g00860	FBgn0003278
LDECv5g00861	FBgn0290421
LDECv5g00866	FBgn0034727
LDECv5g00877	FBgn0053506
LDECv5g00880	FBgn0026787
LDECv5g00881	FBgn0052190
LDECv5g00882	FBgn0031875
LDECv5g00899	FBgn0030109
LDECv5g00901	FBgn0050380
LDECv5g00909	FBgn0037537
